Loading norms and the citation graph...
  960 eligible norms (deontic in {'COMPETENCE', 'OBLIGATION', 'PROHIBITION'}, addressee_type known)
  embedding 960 norms for semantic candidate matching (model: text-embedding-3-small, top-8)...
  5649 semantic-similarity index pair(s) found
  3023 candidate pair(s) after addressee_type gate + (graph adjacency OR trigger-keyword match OR semantic similarity)
  1 resolved deterministically (no AI needed), 3022 need AI adjudication (duty_conflict/deontic_polarity_conflict)
  BWBR0040940 art.19 <-> BWBR0051796 art.7 -- competence_competition [High]
  [275/3022] BWBR0052872 art.21 <-> BWBR0048156 art.25 -- NOT_A_CONFLICT
  [276/3022] BWBR0052872 art.21 <-> BWBR0052872 art.44 -- NOT_A_CONFLICT
  [277/3022] BWBR0052872 art.21 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [278/3022] BWBR0052872 art.21a <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [279/3022] BWBR0052872 art.21 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [280/3022] BWBR0052872 art.21 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [281/3022] BWBR0052872 art.21a <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [282/3022] BWBR0052872 art.21a <-> BWBR0048156 art.14 -- NOT_A_CONFLICT
  [283/3022] BWBR0052872 art.23 <-> BWBR0048156 art.3 -- NOT_A_CONFLICT
  [284/3022] BWBR0052872 art.23 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [285/3022] BWBR0052872 art.23 <-> BWBR0048156 art.17 -- NOT_A_CONFLICT
  [286/3022] BWBR0052872 art.23 <-> BWBR0048156 art.22d -- NOT_A_CONFLICT
  [287/3022] BWBR0052872 art.24 <-> BWBR0052872 art.24 -- NOT_A_CONFLICT
  [288/3022] BWBR0052872 art.24 <-> BWBR0052872 art.25 -- NOT_A_CONFLICT
  [289/3022] BWBR0052872 art.24 <-> BWBR0052872 art.35 -- NOT_A_CONFLICT
  [290/3022] BWBR0052872 art.24 <-> BWBR0052872 art.44 -- NOT_A_CONFLICT
  [291/3022] BWBR0052872 art.24 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [292/3022] BWBR0052872 art.24 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [293/3022] BWBR0052872 art.24 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [294/3022] BWBR0052872 art.23 <-> 32022L2555 art.2 -- NOT_A_CONFLICT
  [295/3022] BWBR0052872 art.23 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [296/3022] BWBR0052872 art.24 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [297/3022] BWBR0052872 art.24 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [298/3022] BWBR0052872 art.24 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [299/3022] BWBR0052872 art.24 <-> BWBR0052872 art.25 -- NOT_A_CONFLICT
  [300/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [301/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [302/3022] BWBR0052872 art.24 <-> BWBR0052872 art.44 -- NOT_A_CONFLICT
  [303/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [304/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [305/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [306/3022] BWBR0052872 art.24 <-> BWBR0052872 art.44 -- NOT_A_CONFLICT
  [307/3022] BWBR0052872 art.24 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [308/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [309/3022] BWBR0052872 art.24 <-> 32024R1689 art.31 -- NOT_A_CONFLICT
  [310/3022] BWBR0052872 art.24 <-> BWBR0052872 art.25 -- NOT_A_CONFLICT
  [311/3022] BWBR0052872 art.24 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [312/3022] BWBR0052872 art.24 <-> BWBR0052872 art.44 -- NOT_A_CONFLICT
  [313/3022] BWBR0052872 art.24 <-> BWBR0052872 art.35 -- NOT_A_CONFLICT
  [314/3022] BWBR0052872 art.24 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [315/3022] BWBR0052872 art.24 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [316/3022] BWBR0052872 art.24 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [317/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [318/3022] BWBR0052872 art.24 <-> BWBR0040940 art.30 -- NOT_A_CONFLICT
  [319/3022] BWBR0052872 art.24 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [320/3022] BWBR0052872 art.24 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [321/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11.7a -- NOT_A_CONFLICT
  [322/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [323/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [324/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [325/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [326/3022] BWBR0052872 art.25 <-> BWBR0052872 art.35 -- NOT_A_CONFLICT
  [327/3022] BWBR0052872 art.24 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [328/3022] BWBR0052872 art.25 <-> BWBR0052872 art.44 -- NOT_A_CONFLICT
  [329/3022] BWBR0052872 art.25 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [330/3022] BWBR0052872 art.25 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [331/3022] BWBR0052872 art.25 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [332/3022] BWBR0052872 art.25 <-> BWBR0052872 art.51 -- NOT_A_CONFLICT
  [333/3022] BWBR0052872 art.25 <-> BWBR0048156 art.22 -- NOT_A_CONFLICT
  [334/3022] BWBR0052872 art.25 <-> BWBR0048156 art.15 -- NOT_A_CONFLICT
  [335/3022] BWBR0052872 art.25 <-> BWBR0052872 art.65 -- NOT_A_CONFLICT
  [336/3022] BWBR0052872 art.25 <-> BWBR0009950 art.11.7a -- NOT_A_CONFLICT
  [337/3022] BWBR0052872 art.25 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [338/3022] BWBR0052872 art.25 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [339/3022] BWBR0052872 art.25 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [340/3022] BWBR0052872 art.25 <-> BWBR0052872 art.44 -- NOT_A_CONFLICT
  [341/3022] BWBR0052872 art.25 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [342/3022] BWBR0052872 art.25 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [343/3022] BWBR0052872 art.25 <-> BWBR0052872 art.44 -- NOT_A_CONFLICT
  [344/3022] BWBR0052872 art.25 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [345/3022] BWBR0052872 art.25 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [346/3022] BWBR0052872 art.25 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [347/3022] BWBR0052872 art.25 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [348/3022] BWBR0052872 art.25 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [349/3022] BWBR0052872 art.25 <-> BWBR0009950 art.11a.3 -- NOT_A_CONFLICT
  [350/3022] BWBR0052872 art.25 <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [351/3022] BWBR0052872 art.25 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [352/3022] BWBR0052872 art.25 <-> 32016R0679 art.82 -- NOT_A_CONFLICT
  [353/3022] BWBR0052872 art.25 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [354/3022] BWBR0052872 art.25 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [355/3022] BWBR0052872 art.25 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [356/3022] BWBR0052872 art.25 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [357/3022] BWBR0052872 art.25 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [358/3022] BWBR0052872 art.25 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [359/3022] BWBR0052872 art.25 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [360/3022] BWBR0052872 art.25 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [361/3022] BWBR0052872 art.25 <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [362/3022] BWBR0052872 art.25 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [363/3022] BWBR0052872 art.25 <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [364/3022] BWBR0052872 art.25 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [365/3022] BWBR0052872 art.25 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [366/3022] BWBR0052872 art.25 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [367/3022] BWBR0052872 art.25 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [368/3022] BWBR0052872 art.25 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [369/3022] BWBR0052872 art.25 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [370/3022] BWBR0052872 art.25 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [371/3022] BWBR0052872 art.25 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [372/3022] BWBR0052872 art.25 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [373/3022] BWBR0052872 art.25 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [374/3022] BWBR0052872 art.25 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [375/3022] BWBR0052872 art.25 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [376/3022] BWBR0052872 art.25 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [377/3022] BWBR0052872 art.25 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [378/3022] BWBR0052872 art.25 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [379/3022] BWBR0052872 art.26 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [380/3022] BWBR0052872 art.25 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [381/3022] BWBR0052872 art.25 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [382/3022] BWBR0052872 art.26 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [383/3022] BWBR0052872 art.26 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [384/3022] BWBR0052872 art.26 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [385/3022] BWBR0052872 art.26 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [386/3022] BWBR0052872 art.26 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [387/3022] BWBR0052872 art.26 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [388/3022] BWBR0052872 art.26 <-> 32016R0679 art.82 -- NOT_A_CONFLICT
  [389/3022] BWBR0052872 art.26 <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [390/3022] BWBR0052872 art.26 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [391/3022] BWBR0052872 art.26 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [392/3022] BWBR0052872 art.26 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [393/3022] BWBR0052872 art.26 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [394/3022] BWBR0052872 art.26 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [395/3022] BWBR0052872 art.26 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [396/3022] BWBR0052872 art.26 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [397/3022] BWBR0052872 art.26 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [398/3022] BWBR0052872 art.26 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [399/3022] BWBR0052872 art.26 <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [400/3022] BWBR0052872 art.26 <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [401/3022] BWBR0052872 art.26 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [402/3022] BWBR0052872 art.26 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [403/3022] BWBR0052872 art.26 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [404/3022] BWBR0052872 art.26 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [405/3022] BWBR0052872 art.26 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [406/3022] BWBR0052872 art.26 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [407/3022] BWBR0052872 art.26 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [408/3022] BWBR0052872 art.26 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [409/3022] BWBR0052872 art.26 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [410/3022] BWBR0052872 art.26 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [411/3022] BWBR0052872 art.26 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [412/3022] BWBR0052872 art.26 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [413/3022] BWBR0052872 art.26 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [414/3022] BWBR0052872 art.26 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [415/3022] BWBR0052872 art.26 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [416/3022] BWBR0052872 art.26 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [417/3022] BWBR0052872 art.26 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [418/3022] BWBR0052872 art.26 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [419/3022] BWBR0052872 art.26 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [420/3022] BWBR0052872 art.26 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [421/3022] BWBR0052872 art.26 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [422/3022] BWBR0052872 art.26 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [423/3022] BWBR0052872 art.26 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [424/3022] BWBR0052872 art.26 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [425/3022] BWBR0052872 art.26 <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [426/3022] BWBR0052872 art.26 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [427/3022] BWBR0052872 art.26 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [428/3022] BWBR0052872 art.26 <-> 32016R0679 art.82 -- NOT_A_CONFLICT
  [429/3022] BWBR0052872 art.26 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [430/3022] BWBR0052872 art.26 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [431/3022] BWBR0052872 art.26 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [432/3022] BWBR0052872 art.26 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [433/3022] BWBR0052872 art.26 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [434/3022] BWBR0052872 art.26 <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [435/3022] BWBR0052872 art.26 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [436/3022] BWBR0052872 art.26 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [437/3022] BWBR0052872 art.26 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [438/3022] BWBR0052872 art.26 <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [439/3022] BWBR0052872 art.26 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [440/3022] BWBR0052872 art.26 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [441/3022] BWBR0052872 art.26 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [442/3022] BWBR0052872 art.26 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [443/3022] BWBR0052872 art.26 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [444/3022] BWBR0052872 art.26 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [445/3022] BWBR0052872 art.26 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [446/3022] BWBR0052872 art.26 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [447/3022] BWBR0052872 art.26 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [448/3022] BWBR0052872 art.26 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [449/3022] BWBR0052872 art.26 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [450/3022] BWBR0052872 art.26 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [451/3022] BWBR0052872 art.26 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [452/3022] BWBR0052872 art.27 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [453/3022] BWBR0052872 art.27 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [454/3022] BWBR0052872 art.27 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [455/3022] BWBR0052872 art.26 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [456/3022] BWBR0052872 art.27 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [457/3022] BWBR0052872 art.27 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [458/3022] BWBR0052872 art.27 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [459/3022] BWBR0052872 art.27 <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [460/3022] BWBR0052872 art.27 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [461/3022] BWBR0052872 art.27 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [462/3022] BWBR0052872 art.27 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [463/3022] BWBR0052872 art.27 <-> 32016R0679 art.82 -- NOT_A_CONFLICT
  [464/3022] BWBR0052872 art.27 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [465/3022] BWBR0052872 art.27 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [466/3022] BWBR0052872 art.27 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [467/3022] BWBR0052872 art.27 <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [468/3022] BWBR0052872 art.27 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [469/3022] BWBR0052872 art.27 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [470/3022] BWBR0052872 art.27 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [471/3022] BWBR0052872 art.27 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [472/3022] BWBR0052872 art.27 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [473/3022] BWBR0052872 art.27 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [474/3022] BWBR0052872 art.27 <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [475/3022] BWBR0052872 art.27 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [476/3022] BWBR0052872 art.27 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [477/3022] BWBR0052872 art.27 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [478/3022] BWBR0052872 art.27 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [479/3022] BWBR0052872 art.27 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [480/3022] BWBR0052872 art.27 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [481/3022] BWBR0052872 art.27 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [482/3022] BWBR0052872 art.27 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [483/3022] BWBR0052872 art.27 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [484/3022] BWBR0052872 art.27 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [485/3022] BWBR0052872 art.27 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [486/3022] BWBR0052872 art.27 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [487/3022] BWBR0052872 art.27 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [488/3022] BWBR0052872 art.27 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [489/3022] BWBR0052872 art.27 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [490/3022] BWBR0052872 art.27 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [491/3022] BWBR0052872 art.27 <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [492/3022] BWBR0052872 art.27 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [493/3022] BWBR0052872 art.27 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [494/3022] BWBR0052872 art.27 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [495/3022] BWBR0052872 art.27 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [496/3022] BWBR0052872 art.27 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [497/3022] BWBR0052872 art.27 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [498/3022] BWBR0052872 art.27 <-> 32016R0679 art.82 -- NOT_A_CONFLICT
  [499/3022] BWBR0052872 art.27 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [500/3022] BWBR0052872 art.27 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [501/3022] BWBR0052872 art.27 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [502/3022] BWBR0052872 art.27 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [503/3022] BWBR0052872 art.27 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [504/3022] BWBR0052872 art.27 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [505/3022] BWBR0052872 art.27 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [506/3022] BWBR0052872 art.27 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [507/3022] BWBR0052872 art.27 <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [508/3022] BWBR0052872 art.27 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [509/3022] BWBR0052872 art.27 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [510/3022] BWBR0052872 art.27 <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [511/3022] BWBR0052872 art.27 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [512/3022] BWBR0052872 art.27 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [513/3022] BWBR0052872 art.27 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [514/3022] BWBR0052872 art.27 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [515/3022] BWBR0052872 art.27 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [516/3022] BWBR0052872 art.27 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [517/3022] BWBR0052872 art.27 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [518/3022] BWBR0052872 art.27 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [519/3022] BWBR0052872 art.27 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [520/3022] BWBR0052872 art.27 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [521/3022] BWBR0052872 art.27 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [522/3022] BWBR0052872 art.27 <-> 32024R1689 art.73 -- NOT_A_CONFLICT
  [523/3022] BWBR0052872 art.27 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [524/3022] BWBR0052872 art.29 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [525/3022] BWBR0052872 art.28 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [526/3022] BWBR0052872 art.29 <-> BWBR0048156 art.19 -- NOT_A_CONFLICT
  [527/3022] BWBR0052872 art.27 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [528/3022] BWBR0052872 art.27 <-> BWBR0049497 art.5 -- NOT_A_CONFLICT
  [529/3022] BWBR0052872 art.29 <-> BWBR0048156 art.18 -- NOT_A_CONFLICT
  [530/3022] BWBR0052872 art.29 <-> BWBR0009950 art.11.3a -- NOT_A_CONFLICT
  [531/3022] BWBR0052872 art.29 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [532/3022] BWBR0052872 art.29 <-> BWBR0009950 art.11a.1 -- NOT_A_CONFLICT
  [533/3022] BWBR0052872 art.29 <-> 32016R0679 art.28 -- NOT_A_CONFLICT
  [534/3022] BWBR0052872 art.29 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [535/3022] BWBR0052872 art.29 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [536/3022] BWBR0052872 art.29 <-> 32016R0679 art.33 -- NOT_A_CONFLICT
  [537/3022] BWBR0052872 art.29 <-> 32016R0679 art.83 -- NOT_A_CONFLICT
  [538/3022] BWBR0052872 art.29 <-> 32022L2555 art.21 -- NOT_A_CONFLICT
  [539/3022] BWBR0052872 art.29 <-> 32016R0679 art.34 -- NOT_A_CONFLICT
  [540/3022] BWBR0052872 art.29 <-> 32022L2555 art.23 -- NOT_A_CONFLICT
  [541/3022] BWBR0052872 art.29 <-> 32022R2554 art.6 -- NOT_A_CONFLICT
  [542/3022] BWBR0052872 art.29 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [543/3022] BWBR0052872 art.29 <-> 32022R2554 art.11 -- NOT_A_CONFLICT
  [544/3022] BWBR0052872 art.29 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [545/3022] BWBR0052872 art.29 <-> 32016R0679 art.82 -- NOT_A_CONFLICT
  [546/3022] BWBR0052872 art.29 <-> 32022R2554 art.10 -- NOT_A_CONFLICT
  [547/3022] BWBR0052872 art.29 <-> 32022R2554 art.13 -- NOT_A_CONFLICT
  [548/3022] BWBR0052872 art.29 <-> 32022R2554 art.14 -- NOT_A_CONFLICT
  [549/3022] BWBR0052872 art.29 <-> 32022R2554 art.17 -- NOT_A_CONFLICT
  [550/3022] BWBR0052872 art.29 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [551/3022] BWBR0052872 art.29 <-> 32022R2554 art.25 -- NOT_A_CONFLICT
  [552/3022] BWBR0052872 art.29 <-> 32022R2554 art.18 -- NOT_A_CONFLICT
  [553/3022] BWBR0052872 art.29 <-> 32024R1689 art.29 -- NOT_A_CONFLICT
  [554/3022] BWBR0052872 art.29 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
  [555/3022] BWBR0052872 art.29 <-> 32022R2554 art.19 -- NOT_A_CONFLICT
